stride_index,timestamp,stride_length,clearance,stride_time,swing_time,stance_time,stance_ratio,fo_time,ic_time,fo_sample,ic_sample,is_outlier,turning_step
0,3.7748490000000174,1.295758362554004,0.060484673600000004,1.3666119999999182,0.44998199999986355,0.9166300000000547,0.6707317073171534,4.691479000000072,5.141460999999936,563,617,False,False
1,5.141460999999936,1.2998460411283501,0.06473617050000001,1.3832780000000184,0.516646000000037,0.8666319999999814,0.6265060240963638,6.008092999999917,6.524738999999954,721,783,False,False
2,6.524738999999954,0.9649218369863283,0.060597868400000005,1.3916110000000117,0.3833180000001448,1.0082929999998669,0.7245508982034911,7.533031999999821,7.916349999999966,904,950,True,True
3,7.916349999999966,2.1876968280829163,0.0667383835,3.649854000000005,0.516646000000037,3.133207999999968,0.858447488584465,11.049557999999934,11.56620399999997,1326,1388,True,True
4,11.56620399999997,1.33337197083376,0.0643221466,1.3749450000000252,0.48331400000006397,0.8916309999999612,0.6484848484848084,12.457834999999932,12.941148999999996,1495,1553,False,False
5,12.941148999999996,1.3235410492458377,0.06763328560000001,1.3916110000000117,0.4499820000000909,0.9416289999999208,0.6766467065867637,13.882777999999917,14.332760000000007,1666,1720,False,False
6,14.332760000000007,1.4596188404059292,0.0634449239,4.541484999999966,0.516646000000037,4.024838999999929,0.8862385321100827,18.357598999999936,18.874244999999974,2203,2265,True,True
7,18.874244999999974,1.3278483514514077,0.067936361,1.4166099999999915,0.516646000000037,0.8999639999999545,0.6352941176470305,19.774208999999928,20.290854999999965,2373,2435,False,False
8,20.290854999999965,1.3206398102044627,0.0657315398,1.4249429999999847,0.44998199999986355,0.9749610000001212,0.6842105263158819,21.265816000000086,21.71579799999995,2552,2606,False,False
9,21.71579799999995,0.6082039518387967,,1.3332800000000589,0.22499100000004546,1.1082890000000134,0.8312499999999734,22.824086999999963,23.04907800000001,2739,2766,True,True
10,23.04907800000001,1.8740635475715346,0.06793779900000001,3.141540999999961,0.516646000000037,2.624894999999924,0.8355437665782355,25.673972999999933,26.19061899999997,3081,3143,True,True
11,26.19061899999997,1.3458369815165439,0.0680234318,1.4416089999999713,0.4749810000000707,0.9666279999999006,0.6705202312138172,27.15724699999987,27.63222799999994,3259,3316,False,False
12,27.63222799999994,1.3515419375004891,0.0691584657,1.466607999999951,0.5249789999998029,0.9416290000001482,0.6420454545455769,28.57385700000009,29.098835999999892,3429,3492,False,False
13,29.098835999999892,0.39245283009915743,0.047818445700000003,1.2666160000001128,0.2583230000000185,1.0082930000000943,0.7960526315789509,30.107128999999986,30.365452000000005,3613,3644,True,True
14,30.365452000000005,1.721137222109437,0.0656988585,3.408196999999973,0.48331400000006397,2.924882999999909,0.8581907090464349,33.290334999999914,33.77364899999998,3995,4053,True,True
15,33.77364899999998,1.40866389671859,0.070879564,1.4249429999999847,0.5499780000000101,0.8749649999999747,0.614035087719287,34.64861399999995,35.19859199999996,4158,4224,False,False
16,35.19859199999996,1.310298537242753,0.06904933440000001,1.4249429999999847,0.48331400000006397,0.9416289999999208,0.6608187134502439,36.14022099999988,36.62353499999995,4337,4395,False,False
17,36.62353499999995,0.1385545726364514,,1.0749570000000404,0.07499700000016674,0.9999599999998736,0.9302325581393824,37.62349499999982,37.69849199999999,4515,4524,True,True
18,37.69849199999999,1.586122125870025,0.0651305959,3.8165140000000974,0.5083130000000438,3.3082010000000537,0.8668122270742278,41.00669300000004,41.515006000000085,4921,4982,True,True
19,41.515006000000085,1.3864675239924769,0.0696564082,1.4166099999999915,0.46664800000007745,0.949961999999914,0.670588235294061,42.464968,42.931616000000076,5096,5152,False,False
20,42.931616000000076,1.3707994153517962,0.06572880710000001,1.4249429999999847,0.4999800000000505,0.9249629999999343,0.6491228070175047,43.85657900000001,44.35655900000006,5263,5323,False,False
21,44.35655900000006,1.7043442344575428,0.0693061719,3.8665119999998296,0.48331400000006397,3.3831979999997657,0.8749999999999779,47.73975699999983,48.22307099999989,5729,5787,True,True
22,48.22307099999989,1.3955750377123883,0.06599442230000001,1.4082769999999982,0.46664799999985007,0.9416290000001482,0.6686390532545439,49.16470000000004,49.63134799999989,5900,5956,False,False
23,49.63134799999989,1.3233338976677673,0.0723110413,1.4166099999999915,0.5166459999998096,0.8999640000001818,0.635294117647191,50.53131200000007,51.04795799999988,6064,6126,False,False
24,51.04795799999988,0.7184752669780751,0.0564588899,1.399944000000005,0.46664799999985007,0.9332960000001549,0.666666666666775,51.981254000000035,52.447901999999885,6238,6294,True,True
25,52.447901999999885,2.23303945758935,0.07372837680000001,2.7915550000000167,0.5333120000000235,2.258242999999993,0.8089552238805897,54.70614499999988,55.2394569999999,6565,6629,True,True
26,55.2394569999999,1.3972387594270257,0.0705145333,1.3582790000000386,0.49164700000005723,0.8666319999999814,0.638036809815919,56.10608899999988,56.59773599999994,6733,6792,False,False
27,56.59773599999994,1.3731657640011252,0.0696272041,1.4082769999999982,0.4999800000000505,0.9082969999999477,0.6449704142011471,57.50603299999989,58.00601299999994,6901,6961,False,False
